"molecule"	"famille"
"sertraline"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"sertraline"	"médicaments abaissant le seuil épileptogène"
"sertraline"	"médicaments à l'origine d'un syndrome sérotoninergique"
"sevelamer"	"résines chélatrices"
"sevoflurane"	"anesthésiques volatils halogénés"
"sibutramine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"sibutramine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"sildenafil"	"inhibiteurs de la phosphodiesterase de type 5"
"sildenafil"	"médicaments à l'origine d'une hypotension orthostatique"
"silicone"	"huiles minérales"
"silodosine"	"alphabloquants à visée urologique"
"silodosine"	"médicaments à l'origine d'une hypotension orthostatique"
"simvastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"simvastatine"	"substrats à risque du CYP3A4"
"sirolimus"	"immunosuppresseurs"
"sirolimus"	"substrats à risque du CYP3A4"
"sitagliptine"	"gliptines"
"sodium (bicarbonate de)"	"alcalinisants urinaires"
"sodium (citrate de)"	"citrates"
"sodium (citrate diacide de)"	"citrates"
"sodium (docusate de)"	"hypokaliémiants"
"sodium (picosulfate de)"	"hypokaliémiants"
"sodium (ricinoleate de)"	"hypokaliémiants"
"solifenacine"	"médicaments atropiniques"
"sorafenib"	"inhibiteurs des tyrosine kinases"
"sorafenib"	"substrats à risque du CYP3A4"
"sotalol"	"antiarythmiques"
"sotalol"	"antihypertenseurs sauf alpha-bloquants"
"sotalol"	"bradycardisants"
"sotalol"	"bêta-bloquants (sauf esmolol)"
"sotalol"	"médicaments abaissant la pression artérielle"
"sotalol"	"médicaments susceptibles de donner des torsades de pointes"
"sotalol"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"spectinomycine"	"médicaments néphrotoxiques"
"spiramycine"	"médicaments susceptibles de donner des torsades de pointes"
"spiramycine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"spirapril"	"antihypertenseurs sauf alpha-bloquants"
"spirapril"	"hyperkaliémiants"
"spirapril"	"inhibiteurs de l'enzyme de conversion"
"spirapril"	"médicaments abaissant la pression artérielle"
"spironolactone"	"antihypertenseurs sauf alpha-bloquants"
"spironolactone"	"diurétiques"
"spironolactone"	"diurétiques épargneurs de potassium (seuls ou associés)"
"spironolactone"	"hyperkaliémiants"
"spironolactone"	"hyponatrémiants"
"spironolactone"	"médicaments abaissant la pression artérielle"
"streptokinase"	"thrombolytiques"
"streptomycine"	"aminosides"
"streptomycine"	"médicaments néphrotoxiques"
"streptomycine"	"médicaments ototoxiques"
"streptozocine"	"cytotoxiques"
"streptozocine"	"médicaments néphrotoxiques"
"sufentanil"	"analgésiques morphiniques agonistes"
"sufentanil"	"analgésiques morphiniques de palier III"
"sufentanil"	"morphiniques"
"sufentanil"	"médicaments sédatifs"
"sufentanil"	"substrats à risque du CYP3A4"
"sulfacetamide"	"sulfamides antibactériens"
"sulfadiazine"	"sulfamides antibactériens"
"sulfadoxine"	"sulfamides antibactériens"
"sulfafurazol"	"sulfamides antibactériens"
"sulfaguanidine"	"sulfamides antibactériens"
"sulfamethizol"	"sulfamides antibactériens"
"sulfamethoxazole"	"sulfamides antibactériens"
"sulfamoxole"	"sulfamides antibactériens"
"sulfasalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"sulindac"	"anti-inflammatoires non stéroïdiens"
"sulindac"	"hyperkaliémiants"
"sulpiride"	"médicaments susceptibles de donner des torsades de pointes"
"sulpiride"	"médicaments sédatifs"
"sulpiride"	"médicaments à l'origine d'une hypotension orthostatique"
"sulpiride"	"neuroleptiques"
"sulpiride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sulpiride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sultopride"	"médicaments susceptibles de donner des torsades de pointes"
"sultopride"	"médicaments sédatifs"
"sultopride"	"médicaments à l'origine d'une hypotension orthostatique"
"sultopride"	"neuroleptiques"
"sultopride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sultopride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sumatriptan"	"triptans"
"sumatriptan"	"triptans métabolisés par la MAO"
"sunitinib"	"inhibiteurs des tyrosine kinases"
"sunitinib"	"substrats à risque du CYP3A4"
"suxamethonium"	"curares"
"synephrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"tacrolimus"	"hyperkaliémiants"
"tacrolimus"	"immunosuppresseurs"
"tacrolimus"	"médicaments néphrotoxiques"
"tacrolimus"	"substrats à risque du CYP3A4"
"tadalafil"	"inhibiteurs de la phosphodiesterase de type 5"
"tadalafil"	"médicaments à l'origine d'une hypotension orthostatique"
"tamsulosine"	"alphabloquants à visée urologique"
"tamsulosine"	"médicaments abaissant la pression artérielle"
"tamsulosine"	"médicaments à l'origine d'une hypotension orthostatique"
"tapentadol"	"analgésiques morphiniques agonistes"
"tapentadol"	"analgésiques morphiniques de palier III"
"tapentadol"	"médicaments sédatifs"
"tegafur"	"cytotoxiques"
"tegafur"	"fluorouracile (et, par extrapolation, tegafur et capécitabine)"
"teicoplanine"	"médicaments néphrotoxiques"
"teicoplanine"	"médicaments ototoxiques"
"telaprevir"	"inhibiteurs puissants du CYP3A4"
"telithromycine"	"inhibiteurs puissants du CYP3A4"
"telithromycine"	"macrolides (sauf spiramycine)"
"telmisartan"	"antagonistes des récepteurs de l'angiotensine II"
"telmisartan"	"antihypertenseurs sauf alpha-bloquants"
"telmisartan"	"hyperkaliémiants"
"telmisartan"	"médicaments abaissant la pression artérielle"
"temazepam"	"benzodiazépines et apparentés"
"temazepam"	"hypnotiques"
"temazepam"	"médicaments sédatifs"
"temozolomide"	"cytotoxiques"
"temsirolimus"	"immunosuppresseurs"
"tenecteplase"	"thrombolytiques"
"tenofovir disoproxil"	"médicaments néphrotoxiques"
"tenonitrozole"	"antabuse (réaction)"
"tenoxicam"	"anti-inflammatoires non stéroïdiens"
"tenoxicam"	"hyperkaliémiants"
"terazosine"	"alphabloquants à visée urologique"
"terazosine"	"médicaments abaissant la pression artérielle"
"terazosine"	"médicaments à l'origine d'une hypotension orthostatique"
"terbutaline"	"bêta-2 mimétiques"
"terpine"	"médicaments abaissant le seuil épileptogène"
"terpineol"	"médicaments abaissant le seuil épileptogène"
"terpinol"	"médicaments abaissant le seuil épileptogène"
"tertatolol"	"antihypertenseurs sauf alpha-bloquants"
"tertatolol"	"bradycardisants"
"tertatolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"tertatolol"	"bêta-bloquants (sauf esmolol)"
"tertatolol"	"médicaments abaissant la pression artérielle"
"testosterone"	"androgènes"
"tetrabenazine"	"médicaments sédatifs"
"tetracosactide"	"glucocorticoïdes (sauf hydrocortisone)"
"tetracosactide"	"hypokaliémiants"
"tetracycline"	"cyclines"
"tetrazepam"	"benzodiazépines et apparentés"
"tetrazepam"	"médicaments sédatifs"
"tetryzoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"thalidomide"	"bradycardisants"
"thalidomide"	"médicaments sédatifs"
"thenyldiamine"	"médicaments atropiniques"
"thenyldiamine"	"médicaments sédatifs"
"theodrenaline"	"sympathomimétiques indirects"
"theophylline"	"médicaments à risque lors du sevrage tabagique"
"theophylline"	"théophylline (et, par extrapolation, aminophylline)"
"thiomersal"	"antiseptiques mercuriels"
"thiopental"	"barbituriques"
"thiopental"	"médicaments sédatifs"
"thioproperazine"	"médicaments abaissant le seuil épileptogène"
"thioproperazine"	"médicaments atropiniques"
"thioproperazine"	"médicaments sédatifs"
"thioproperazine"	"médicaments à l'origine d'une hypotension orthostatique"
"thioproperazine"	"neuroleptiques"
"thioproperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"thiotepa"	"cytotoxiques"
"thymol"	"médicaments abaissant le seuil épileptogène"
"thyroxines"	"hormones thyroïdiennes"
"tiagabine"	"anticonvulsivants métabolisés"
"tiapride"	"médicaments susceptibles de donner des torsades de pointes"
"tiapride"	"médicaments sédatifs"
"tiapride"	"médicaments à l'origine d'une hypotension orthostatique"
"tiapride"	"neuroleptiques"
"tiapride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"tiapride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"ticagrelor"	"antiagrégants plaquettaires"
"ticarcilline"	"pénicillines"
"ticarcilline"	"pénicillines A"
"ticlopidine"	"antiagrégants plaquettaires"
"tigecycline"	"cyclines"
"timolol"	"antihypertenseurs sauf alpha-bloquants"
"timolol"	"bradycardisants"
"timolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"timolol"	"bêta-bloquants (sauf esmolol)"
"timolol"	"médicaments abaissant la pression artérielle"
"tinidazole"	"antabuse (réaction)"
"tinzaparine"	"hyperkaliémiants"
"tinzaparine"	"héparines"
"tinzaparine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"tinzaparine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"tioclomarol"	"anticoagulants oraux"
"tioguanine"	"cytotoxiques"
"tipranavir"	"inhibiteurs de protéases boostés par ritonavir"
"tiratricol"	"hormones thyroïdiennes"
"tirofiban"	"antiagrégants plaquettaires"
"tobramycine"	"aminosides"
"tobramycine"	"médicaments néphrotoxiques"
"tobramycine"	"médicaments ototoxiques"
"tolbutamide"	"antabuse (réaction)"
"tolbutamide"	"sulfamides hypoglycémiants"
"tolcapone"	"antiparkinsoniens dopaminergiques"
"tolcapone"	"dopaminergiques"
"tolcapone"	"inhibiteurs de la catéchol-O-méthyltransférase (COMT)"
"tolcapone"	"médicaments sédatifs"
"tolcapone"	"médicaments à l'origine d'une hypotension orthostatique"
"tolterodine"	"médicaments atropiniques"
"topiramate"	"anticonvulsivants métabolisés"
"topotecane"	"cytotoxiques"
"torasemide"	"antihypertenseurs sauf alpha-bloquants"
"torasemide"	"diurétiques"
"torasemide"	"diurétiques de l'anse"
"torasemide"	"diurétiques hypokaliémiants"
"torasemide"	"hypokaliémiants"
"torasemide"	"hyponatrémiants"
"torasemide"	"médicaments abaissant la pression artérielle"
"torasemide"	"médicaments ototoxiques"
"toremifene"	"médicaments susceptibles de donner des torsades de pointes"
"toremifene"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"tramadol"	"analgésiques morphiniques agonistes"
"tramadol"	"analgésiques morphiniques de palier II"
"tramadol"	"morphiniques"
"tramadol"	"médicaments abaissant le seuil épileptogène"
"tramadol"	"médicaments sédatifs"
"tramadol"	"médicaments à l'origine d'un syndrome sérotoninergique"
"trandolapril"	"antihypertenseurs sauf alpha-bloquants"
"trandolapril"	"hyperkaliémiants"
"trandolapril"	"inhibiteurs de l'enzyme de conversion"
"trandolapril"	"médicaments abaissant la pression artérielle"
"trétinoïne"	"rétinoïdes"
"triamcinolone"	"glucocorticoïdes (sauf hydrocortisone)"
"triamcinolone"	"hypokaliémiants"
"triamterene"	"antihypertenseurs sauf alpha-bloquants"
"triamterene"	"diurétiques"
"triamterene"	"diurétiques épargneurs de potassium (seuls ou associés)"
"triamterene"	"hyperkaliémiants"
"triamterene"	"hyponatrémiants"
"triamterene"	"médicaments abaissant la pression artérielle"
"trifluoperazine"	"médicaments abaissant le seuil épileptogène"
"trifluoperazine"	"médicaments atropiniques"
"trifluoperazine"	"médicaments sédatifs"
"trifluoperazine"	"médicaments à l'origine d'une hypotension orthostatique"
"trifluoperazine"	"neuroleptiques"
"trifluoperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"trifluperidol"	"médicaments abaissant le seuil épileptogène"
"trifluperidol"	"médicaments sédatifs"
"trifluperidol"	"médicaments à l'origine d'une hypotension orthostatique"
"trifluperidol"	"neuroleptiques"
"trifluperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"trihexyphenidyle"	"antiparkinsoniens anticholinergiques"
"trihexyphenidyle"	"médicaments atropiniques"
"trimethoprime"	"hyperkaliémiants"
"trimipramine"	"antidépresseurs imipraminiques"
"trimipramine"	"médicaments abaissant le seuil épileptogène"
"trimipramine"	"médicaments atropiniques"
"trimipramine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"trimipramine"	"médicaments sédatifs"
"trimipramine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"trimipramine"	"médicaments à l'origine d'une hypotension orthostatique"
"trinitrine"	"dérivés nitrés et apparentés"
"trinitrine"	"médicaments à l'origine d'une hypotension orthostatique"
"triprolidine"	"médicaments atropiniques"
"triprolidine"	"médicaments sédatifs"
"trometamol"	"alcalinisants urinaires"
"tropatepine"	"antiparkinsoniens anticholinergiques"
"tropatepine"	"médicaments atropiniques"
"tropicamide"	"médicaments atropiniques"
"trospium"	"médicaments atropiniques"
"tuaminoheptane"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"tymazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"urapidil"	"antihypertenseurs alpha-bloquants"
"urapidil"	"médicaments abaissant la pression artérielle"
"urokinase"	"thrombolytiques"
"valaciclovir"	"médicaments néphrotoxiques"
"valdecoxib"	"anti-inflammatoires non stéroïdiens"
"valdecoxib"	"hyperkaliémiants"
"valganciclovir"	"médicaments néphrotoxiques"
"valpromide"	"anticonvulsivants métabolisés"
"valpromide"	"valproïque (acide) et, par extrapolation, valpromide"
"valsartan"	"antagonistes des récepteurs de l'angiotensine II"
"valsartan"	"antihypertenseurs sauf alpha-bloquants"
"valsartan"	"hyperkaliémiants"
"valsartan"	"médicaments abaissant la pression artérielle"
"vancomycine"	"médicaments néphrotoxiques"
"vancomycine"	"médicaments ototoxiques"
"vandétanib"	"inhibiteurs des tyrosine kinases"
"vandétanib"	"médicaments susceptibles de donner des torsades de pointes"
"vandétanib"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"vardenafil"	"inhibiteurs de la phosphodiesterase de type 5"
"vardenafil"	"médicaments à l'origine d'une hypotension orthostatique"
"vardenafil"	"substrats à risque du CYP3A4"
"vecuronium"	"curares"
"vecuronium"	"curares non dépolarisants"
"venlafaxine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"venlafaxine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"verapamil"	"antagonistes des canaux calciques"
"verapamil"	"antiarythmiques"
"verapamil"	"antihypertenseurs sauf alpha-bloquants"
"verapamil"	"bradycardisants"
"verapamil"	"médicaments abaissant la pression artérielle"
"vildagliptine"	"gliptines"
"vinbarbital"	"barbituriques"
"vinblastine"	"cytotoxiques"
"vinblastine"	"vinca-alcaloïdes cytotoxiques"
"vincamine"	"médicaments susceptibles de donner des torsades de pointes"
"vincamine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"vincristine"	"cytotoxiques"
"vincristine"	"vinca-alcaloïdes cytotoxiques"
"vindesine"	"cytotoxiques"
"vindesine"	"vinca-alcaloïdes cytotoxiques"
"vinflunine"	"cytotoxiques"
"vinflunine"	"vinca-alcaloïdes cytotoxiques"
"vinorelbine"	"cytotoxiques"
"vinorelbine"	"vinca-alcaloïdes cytotoxiques"
"vinylbital"	"barbituriques"
"vinylbital"	"médicaments sédatifs"
"virus de la fievre jaune"	"vaccins vivants atténués"
"virus de la varicelle"	"vaccins vivants atténués"
"virus des oreillons"	"vaccins vivants atténués"
"virus rougeoleux"	"vaccins vivants atténués"
"virus rubeoleux"	"vaccins vivants atténués"
"virus vivant atténué de la grippe"	"vaccins vivants atténués"
"voriconazole"	"antifongiques azolés"
"voriconazole"	"inhibiteurs puissants du CYP3A4"
"warfarine"	"anticoagulants oraux"
"warfarine"	"antivitamines K"
"xipamide"	"antihypertenseurs sauf alpha-bloquants"
"xipamide"	"diurétiques"
"xipamide"	"diurétiques hypokaliémiants"
"xipamide"	"diurétiques thiazidiques et apparentés"
"xipamide"	"hypokaliémiants"
"xipamide"	"hyponatrémiants"
"xipamide"	"médicaments abaissant la pression artérielle"
"zofenopril"	"antihypertenseurs sauf alpha-bloquants"
"zofenopril"	"hyperkaliémiants"
"zofenopril"	"inhibiteurs de l'enzyme de conversion"
"zofenopril"	"médicaments abaissant la pression artérielle"
"zolmitriptan"	"triptans"
"zolmitriptan"	"triptans métabolisés par la MAO"
"zolpidem"	"benzodiazépines et apparentés"
"zolpidem"	"hypnotiques"
"zolpidem"	"médicaments sédatifs"
"zonisamide"	"anticonvulsivants métabolisés"
"zopiclone"	"benzodiazépines et apparentés"
"zopiclone"	"hypnotiques"
"zopiclone"	"médicaments sédatifs"
"zuclopenthixol"	"médicaments susceptibles de donner des torsades de pointes"
"zuclopenthixol"	"médicaments sédatifs"
"zuclopenthixol"	"médicaments à l'origine d'une hypotension orthostatique"
"zuclopenthixol"	"neuroleptiques"
"zuclopenthixol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"zuclopenthixol"	"neuroleptiques susceptibles de donner des torsades de pointes"
